ΤΚ,Περιοχή,Ζώνη,"Συνολική κατανάλωση","Ημέρες κατανάλωσης","Μέση ημερήσια κατανάλωση","Πλήθος παροχών","Μήνας κατανάλωσης"
10444,ΚΟΛΩΝΟΣ,"Κλάση A","2,583",94929,0.00,6393,03/2022
10444,ΚΟΛΩΝΟΣ,"Κλάση Β","34,435",132716,0.30,4760,03/2022
10444,ΚΟΛΩΝΟΣ,"Κλάση Γ","11,860",18986,0.60,709,03/2022
10444,ΚΟΛΩΝΟΣ,"Κλάση Δ","1,894",1202,1.60,46,03/2022
10444,ΚΟΛΩΝΟΣ,"Κλάση Ε",934,115,8.10,4,03/2022
10444,"ΛΟΦΟΣ ΣΚΟΥΖΕ","Κλάση A",590,22134,0.00,995,03/2022
10444,"ΛΟΦΟΣ ΣΚΟΥΖΕ","Κλάση Β","7,042",26833,0.30,1003,03/2022
10444,"ΛΟΦΟΣ ΣΚΟΥΖΕ","Κλάση Γ","2,086",3337,0.60,130,03/2022
10444,"ΛΟΦΟΣ ΣΚΟΥΖΕ","Κλάση Δ",425,303,1.40,14,03/2022
10444,"ΛΟΦΟΣ ΣΚΟΥΖΕ","Κλάση Ε",287,36,8.00,3,03/2022
10444,ΣΕΠΟΛΙΑ,"Κλάση A",48,1413,0.00,54,03/2022
10444,ΣΕΠΟΛΙΑ,"Κλάση Β",500,2086,0.20,79,03/2022
10444,ΣΕΠΟΛΙΑ,"Κλάση Γ",112,185,0.60,8,03/2022
10445,"ΑΓ. ΜΕΛΕΤΙΟΥ","Κλάση A",81,3386,0.00,127,03/2022
10445,"ΑΓ. ΜΕΛΕΤΙΟΥ","Κλάση Β",847,3335,0.30,134,03/2022
10445,"ΑΓ. ΜΕΛΕΤΙΟΥ","Κλάση Γ",256,421,0.60,18,03/2022
10445,"ΑΓ. ΜΕΛΕΤΙΟΥ","Κλάση Δ",156,58,2.70,2,03/2022
10445,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση A",115,4379,0.00,167,03/2022
10445,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Β","1,544",6069,0.30,231,03/2022
10445,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Γ",501,799,0.60,32,03/2022
10445,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Δ",239,115,2.10,5,03/2022
10445,ΑΘΗΝΑ,"Κλάση Γ",35,60,0.60,2,03/2022
10445,ΒΑΘΗΣ,"Κλάση Γ",48,60,0.80,2,03/2022
10445,ΒΑΘΗΣ,"Κλάση Δ",180,60,3.00,2,03/2022
10445,ΘΥΜΑΡΑΚΙΑ,"Κλάση A","1,987",80189,0.00,3103,03/2022
10445,ΘΥΜΑΡΑΚΙΑ,"Κλάση Β","25,351",100641,0.30,3818,03/2022
10445,ΘΥΜΑΡΑΚΙΑ,"Κλάση Γ","7,644",12314,0.60,539,03/2022
10445,ΘΥΜΑΡΑΚΙΑ,"Κλάση Δ","2,074",1277,1.60,59,03/2022
10445,ΘΥΜΑΡΑΚΙΑ,"Κλάση Ε",709,114,6.20,6,03/2022
10445,"ΚΑΤΩ ΠΑΤΗΣΙΑ","Κλάση A","1,606",60005,0.00,2036,03/2022
10445,"ΚΑΤΩ ΠΑΤΗΣΙΑ","Κλάση Β","20,032",79367,0.30,2666,03/2022
10445,"ΚΑΤΩ ΠΑΤΗΣΙΑ","Κλάση Γ","5,222",8388,0.60,289,03/2022
10445,"ΚΑΤΩ ΠΑΤΗΣΙΑ","Κλάση Δ",952,666,1.40,24,03/2022
10445,ΚΟΛΩΝΟΣ,"Κλάση A",147,5904,0.00,203,03/2022
10445,ΚΟΛΩΝΟΣ,"Κλάση Β","1,654",6632,0.20,232,03/2022
10445,ΚΟΛΩΝΟΣ,"Κλάση Γ",358,535,0.70,20,03/2022
10445,ΚΟΛΩΝΟΣ,"Κλάση Δ",185,119,1.60,4,03/2022
10445,"ΛΟΦΟΣ ΣΚΟΥΖΕ","Κλάση A",56,1906,0.00,84,03/2022
10445,"ΛΟΦΟΣ ΣΚΟΥΖΕ","Κλάση Β",570,2269,0.30,85,03/2022
10445,"ΛΟΦΟΣ ΣΚΟΥΖΕ","Κλάση Γ",147,261,0.60,11,03/2022
10445,"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ","Κλάση A",723,28813,0.00,1138,03/2022
10445,"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ","Κλάση Β","7,400",30608,0.20,1195,03/2022
10445,"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ","Κλάση Γ","2,352",3623,0.60,167,03/2022
10445,"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ","Κλάση Δ","1,388",647,2.10,37,03/2022
10445,"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ","Κλάση Ε",189,29,6.50,2,03/2022
10445,ΣΕΠΟΛΙΑ,"Κλάση A",101,3522,0.00,138,03/2022
10445,ΣΕΠΟΛΙΑ,"Κλάση Β","1,278",4881,0.30,188,03/2022
10445,ΣΕΠΟΛΙΑ,"Κλάση Γ",355,553,0.60,25,03/2022
10445,"ΤΡΕΙΣ ΓΕΦΥΡΕΣ","Κλάση A",468,16100,0.00,539,03/2022
10445,"ΤΡΕΙΣ ΓΕΦΥΡΕΣ","Κλάση Β","7,911",29998,0.30,1000,03/2022
10445,"ΤΡΕΙΣ ΓΕΦΥΡΕΣ","Κλάση Γ","2,390",3870,0.60,129,03/2022
10445,"ΤΡΕΙΣ ΓΕΦΥΡΕΣ","Κλάση Δ",773,450,1.70,15,03/2022
10446,"ΑΓ. ΜΕΛΕΤΙΟΥ","Κλάση A","1,666",73271,0.00,2888,03/2022
10446,"ΑΓ. ΜΕΛΕΤΙΟΥ","Κλάση Β","19,177",77014,0.20,2976,03/2022
10446,"ΑΓ. ΜΕΛΕΤΙΟΥ","Κλάση Γ","5,820",9205,0.60,406,03/2022
10446,"ΑΓ. ΜΕΛΕΤΙΟΥ","Κλάση Δ","1,759",1039,1.70,53,03/2022
10446,"ΑΓ. ΜΕΛΕΤΙΟΥ","Κλάση Ε",573,66,8.70,5,03/2022
10446,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση A",457,19732,0.00,768,03/2022
10446,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Β","5,160",21609,0.20,831,03/2022
10446,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Γ","1,593",2478,0.60,106,03/2022
10446,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Δ",286,208,1.40,13,03/2022
10446,"ΑΓ. ΝΙΚΟΛΑΟΣ","Κλάση Ε",290,36,8.10,3,03/2022
10446,"ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ","Κλάση A",520,21781,0.00,856,03/2022
10446,"ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ","Κλάση Β","5,776",23585,0.20,926,03/2022
10446,"ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ","Κλάση Γ","1,536",2474,0.60,118,03/2022
10446,"ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ","Κλάση Δ",371,259,1.40,14,03/2022
10446,ΘΥΜΑΡΑΚΙΑ,"Κλάση A","1,130",49812,0.00,1954,03/2022
10446,ΘΥΜΑΡΑΚΙΑ,"Κλάση Β","14,619",58371,0.30,2262,03/2022
10446,ΘΥΜΑΡΑΚΙΑ,"Κλάση Γ","4,607",7347,0.60,318,03/2022
10446,ΘΥΜΑΡΑΚΙΑ,"Κλάση Δ","1,374",773,1.80,43,03/2022
10446,"ΚΑΤΩ ΠΑΤΗΣΙΑ","Κλάση A",245,10729,0.00,359,03/2022
10446,"ΚΑΤΩ ΠΑΤΗΣΙΑ","Κλάση Β","2,970",11533,0.30,385,03/2022
10446,"ΚΑΤΩ ΠΑΤΗΣΙΑ","Κλάση Γ","1,266",2010,0.60,67,03/2022
10446,"ΚΑΤΩ ΠΑΤΗΣΙΑ","Κλάση Δ",105,90,1.20,3,03/2022
10446,ΚΟΛΙΑΤΣΟΥ,"Κλάση A",14,390,0.00,13,03/2022
10446,ΚΟΛΙΑΤΣΟΥ,"Κλάση Β",112,510,0.20,17,03/2022
10446,"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ","Κλάση A",323,15050,0.00,570,03/2022
10446,"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ","Κλάση Β","3,549",14447,0.20,557,03/2022
10446,"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ","Κλάση Γ",752,1180,0.60,55,03/2022
10446,"ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ","Κλάση Δ",339,153,2.20,9,03/2022
10447,"ΑΓ. ΣΑΒΒΑΣ","Κλάση A",0,60,0.00,2,03/2022
10447,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Β",9,60,0.20,2,03/2022
10447,"ΑΚΑΔ. ΠΛΑΤΩΝΟΣ","Κλάση A",36,1500,0.00,50,03/2022
10447,"ΑΚΑΔ. ΠΛΑΤΩΝΟΣ","Κλάση Β",328,1350,0.20,45,03/2022
10447,"ΑΚΑΔ. ΠΛΑΤΩΝΟΣ","Κλάση Γ",66,90,0.70,3,03/2022
10447,"ΑΚΑΔ. ΠΛΑΤΩΝΟΣ","Κλάση Δ",259,90,2.90,3,03/2022
10447,ΒΟΤΑΝΙΚΟΣ,"Κλάση A",38,2909,0.00,109,03/2022
10447,ΒΟΤΑΝΙΚΟΣ,"Κλάση Β",543,1920,0.30,64,03/2022
10447,ΒΟΤΑΝΙΚΟΣ,"Κλάση Γ",361,510,0.70,17,03/2022
10447,ΒΟΤΑΝΙΚΟΣ,"Κλάση Δ",943,480,2.00,16,03/2022
10447,ΒΟΤΑΝΙΚΟΣ,"Κλάση Ε","1,530",89,17.20,3,03/2022
10447,"ΠΡΟΦ. ΔΑΝΙΗΛ","Κλάση A",277,11880,0.00,399,03/2022
10447,"ΠΡΟΦ. ΔΑΝΙΗΛ","Κλάση Β","2,617",11589,0.20,387,03/2022
10447,"ΠΡΟΦ. ΔΑΝΙΗΛ","Κλάση Γ","1,023",1530,0.70,51,03/2022
10447,"ΠΡΟΦ. ΔΑΝΙΗΛ","Κλάση Δ",805,420,1.90,14,03/2022
10551,ΚΕΝΤΡΟ,"Κλάση A",183,9798,0.00,630,03/2022
10551,ΚΕΝΤΡΟ,"Κλάση Β","1,333",5850,0.20,195,03/2022
10551,ΚΕΝΤΡΟ,"Κλάση Γ",954,1379,0.70,46,03/2022
10551,ΚΕΝΤΡΟ,"Κλάση Δ","2,579",1339,1.90,45,03/2022
10551,ΚΕΝΤΡΟ,"Κλάση Ε",841,120,7.00,4,03/2022
10552,ΚΕΝΤΡΟ,"Κλάση A",229,13763,0.00,557,03/2022
10552,ΚΕΝΤΡΟ,"Κλάση Β","1,576",6266,0.30,209,03/2022
10552,ΚΕΝΤΡΟ,"Κλάση Γ",997,1413,0.70,48,03/2022
10552,ΚΕΝΤΡΟ,"Κλάση Δ","2,607",1437,1.80,48,03/2022
10552,ΚΕΝΤΡΟ,"Κλάση Ε",600,90,6.70,3,03/2022
10552,ΨΥΡΡΗ,"Κλάση A",1,120,0.00,4,03/2022
10553,ΚΕΝΤΡΟ,"Κλάση A",63,3090,0.00,105,03/2022
10553,ΚΕΝΤΡΟ,"Κλάση Β",334,1499,0.20,50,03/2022
10553,ΚΕΝΤΡΟ,"Κλάση Γ",197,270,0.70,9,03/2022
10553,ΚΕΝΤΡΟ,"Κλάση Δ",110,60,1.80,2,03/2022
10553,ΚΕΡΑΜΕΙΚΟΣ,"Κλάση A",51,2549,0.00,85,03/2022
10553,ΚΕΡΑΜΕΙΚΟΣ,"Κλάση Β",468,1770,0.30,59,03/2022
10553,ΚΕΡΑΜΕΙΚΟΣ,"Κλάση Γ",377,540,0.70,18,03/2022
10553,ΚΕΡΑΜΕΙΚΟΣ,"Κλάση Δ",711,390,1.80,13,03/2022
10553,ΨΥΡΡΗ,"Κλάση A",197,9300,0.00,310,03/2022
10553,ΨΥΡΡΗ,"Κλάση Β","1,906",7800,0.20,260,03/2022
10553,ΨΥΡΡΗ,"Κλάση Γ","1,411",1980,0.70,66,03/2022
10553,ΨΥΡΡΗ,"Κλάση Δ",857,420,2.00,14,03/2022
10554,ΚΕΝΤΡΟ,"Κλάση A",64,2265,0.00,93,03/2022
10554,ΚΕΝΤΡΟ,"Κλάση Β",364,1574,0.20,53,03/2022
10554,ΚΕΝΤΡΟ,"Κλάση Γ",266,360,0.70,12,03/2022
10554,ΚΕΝΤΡΟ,"Κλάση Δ","1,029",450,2.30,15,03/2022
10554,ΨΥΡΡΗ,"Κλάση A",304,15240,0.00,511,03/2022
10554,ΨΥΡΡΗ,"Κλάση Β","2,840",11400,0.20,380,03/2022
10554,ΨΥΡΡΗ,"Κλάση Γ","2,144",3097,0.70,104,03/2022
10554,ΨΥΡΡΗ,"Κλάση Δ","4,898",2568,1.90,86,03/2022
10554,ΨΥΡΡΗ,"Κλάση Ε",723,120,6.00,4,03/2022
10555,ΚΕΝΤΡΟ,"Κλάση A",16,720,0.00,24,03/2022
10555,ΚΕΝΤΡΟ,"Κλάση Β",125,450,0.30,15,03/2022
10555,ΚΕΝΤΡΟ,"Κλάση Γ",194,270,0.70,9,03/2022
10555,ΚΕΝΤΡΟ,"Κλάση Δ","1,410",689,2.00,23,03/2022
10555,ΚΕΝΤΡΟ,"Κλάση Ε",916,120,7.60,4,03/2022
10555,ΜΟΝΑΣΤΗΡΑΚΙ,"Κλάση A",42,1889,0.00,65,03/2022
10555,ΜΟΝΑΣΤΗΡΑΚΙ,"Κλάση Β",327,1350,0.20,45,03/2022
10555,ΜΟΝΑΣΤΗΡΑΚΙ,"Κλάση Γ",371,540,0.70,18,03/2022
10555,ΜΟΝΑΣΤΗΡΑΚΙ,"Κλάση Δ",706,300,2.40,10,03/2022
10555,ΠΛΑΚΑ,"Κλάση A",66,2610,0.00,87,03/2022
10555,ΠΛΑΚΑ,"Κλάση Β",394,1500,0.30,50,03/2022
10555,ΠΛΑΚΑ,"Κλάση Γ",506,750,0.70,25,03/2022
10555,ΠΛΑΚΑ,"Κλάση Δ","2,258",960,2.40,32,03/2022
10555,ΠΛΑΚΑ,"Κλάση Ε",707,90,7.90,3,03/2022
10556,ΚΕΝΤΡΟ,"Κλάση A",5,150,0.00,5,03/2022
10556,ΚΕΝΤΡΟ,"Κλάση Β",27,150,0.20,5,03/2022
10556,ΚΕΝΤΡΟ,"Κλάση Γ",71,90,0.80,3,03/2022
10556,ΚΕΝΤΡΟ,"Κλάση Δ",126,90,1.40,3,03/2022
10556,ΠΛΑΚΑ,"Κλάση A",238,9575,0.00,325,03/2022
10556,ΠΛΑΚΑ,"Κλάση Β","1,681",7008,0.20,234,03/2022
10556,ΠΛΑΚΑ,"Κλάση Γ",941,1381,0.70,47,03/2022
10556,ΠΛΑΚΑ,"Κλάση Δ","1,081",509,2.10,17,03/2022
10556,ΠΛΑΚΑ,"Κλάση Ε",494,90,5.50,3,03/2022
10557,ΖΑΠΠΕΙΟ,"Κλάση A",0,210,0.00,9,03/2022
10557,ΖΑΠΠΕΙΟ,"Κλάση Β",17,90,0.20,3,03/2022
10557,ΖΑΠΠΕΙΟ,"Κλάση Γ",69,90,0.80,3,03/2022
10557,ΖΑΠΠΕΙΟ,"Κλάση Δ",273,120,2.30,4,03/2022
10557,ΚΕΝΤΡΟ,"Κλάση A",89,3840,0.00,180,03/2022
10557,ΚΕΝΤΡΟ,"Κλάση Β",461,1770,0.30,59,03/2022
10557,ΚΕΝΤΡΟ,"Κλάση Γ",353,510,0.70,17,03/2022
10557,ΚΕΝΤΡΟ,"Κλάση Δ","1,228",539,2.30,18,03/2022
10557,ΚΕΝΤΡΟ,"Κλάση Ε","1,999",180,11.10,6,03/2022
10557,ΠΛΑΚΑ,"Κλάση A",284,12050,0.00,845,03/2022
10557,ΠΛΑΚΑ,"Κλάση Β","1,721",7845,0.20,265,03/2022
10557,ΠΛΑΚΑ,"Κλάση Γ",895,1306,0.70,44,03/2022
10557,ΠΛΑΚΑ,"Κλάση Δ","1,421",772,1.80,26,03/2022
10557,ΠΛΑΚΑ,"Κλάση Ε",926,149,6.20,5,03/2022
10558,ΚΕΝΤΡΟ,"Κλάση A",53,2010,0.00,67,03/2022
10558,ΚΕΝΤΡΟ,"Κλάση Β",271,1410,0.20,47,03/2022
10558,ΚΕΝΤΡΟ,"Κλάση Γ",71,120,0.60,4,03/2022
10558,ΚΕΝΤΡΟ,"Κλάση Δ",107,90,1.20,3,03/2022
10558,ΠΛΑΚΑ,"Κλάση A",310,13660,0.00,1035,03/2022
10558,ΠΛΑΚΑ,"Κλάση Β","3,177",12770,0.20,427,03/2022
10558,ΠΛΑΚΑ,"Κλάση Γ","1,427",2092,0.70,70,03/2022
10558,ΠΛΑΚΑ,"Κλάση Δ","1,709",809,2.10,27,03/2022
10558,ΠΛΑΚΑ,"Κλάση Ε",536,90,6.00,3,03/2022
10559,ΚΕΝΤΡΟ,"Κλάση A",74,5367,0.00,184,03/2022
10559,ΚΕΝΤΡΟ,"Κλάση Β",743,2820,0.30,94,03/2022
10559,ΚΕΝΤΡΟ,"Κλάση Γ",700,960,0.70,32,03/2022
10559,ΚΕΝΤΡΟ,"Κλάση Δ","1,482",720,2.10,24,03/2022
10559,ΠΛΑΚΑ,"Κλάση A",5,449,0.00,38,03/2022
10559,ΠΛΑΚΑ,"Κλάση Β",54,210,0.30,7,03/2022
10559,ΠΛΑΚΑ,"Κλάση Δ",99,60,1.70,2,03/2022
10560,ΚΕΝΤΡΟ,"Κλάση A",134,4907,0.00,424,03/2022
10560,ΚΕΝΤΡΟ,"Κλάση Β",642,2957,0.20,99,03/2022
10560,ΚΕΝΤΡΟ,"Κλάση Γ",462,646,0.70,22,03/2022
10560,ΚΕΝΤΡΟ,"Κλάση Δ",724,420,1.70,14,03/2022
10560,ΠΛΑΚΑ,"Κλάση A",4,60,0.10,15,03/2022
10561,ΚΕΝΤΡΟ,"Κλάση A",112,4768,0.00,159,03/2022
10561,ΚΕΝΤΡΟ,"Κλάση Β",706,2939,0.20,98,03/2022
10561,ΚΕΝΤΡΟ,"Κλάση Γ",520,750,0.70,25,03/2022
10561,ΚΕΝΤΡΟ,"Κλάση Δ",884,540,1.60,18,03/2022
10561,ΚΕΝΤΡΟ,"Κλάση Ε",780,120,6.50,4,03/2022
10562,ΚΕΝΤΡΟ,"Κλάση A",175,6720,0.00,314,03/2022
10562,ΚΕΝΤΡΟ,"Κλάση Β","1,297",5490,0.20,183,03/2022
10562,ΚΕΝΤΡΟ,"Κλάση Γ","1,089",1604,0.70,54,03/2022
10562,ΚΕΝΤΡΟ,"Κλάση Δ","2,535",1200,2.10,40,03/2022
10562,ΚΕΝΤΡΟ,"Κλάση Ε",854,90,9.50,3,03/2022
10563,ΚΕΝΤΡΟ,"Κλάση A",167,7062,0.00,632,03/2022
10563,ΚΕΝΤΡΟ,"Κλάση Β",902,3899,0.20,130,03/2022
10563,ΚΕΝΤΡΟ,"Κλάση Γ",623,900,0.70,30,03/2022
10563,ΚΕΝΤΡΟ,"Κλάση Δ","1,729",765,2.30,26,03/2022
10563,ΚΕΝΤΡΟ,"Κλάση Ε","1,114",164,6.80,6,03/2022
10563,ΠΛΑΚΑ,"Κλάση A",58,2499,0.00,139,03/2022
10563,ΠΛΑΚΑ,"Κλάση Β",418,1792,0.20,60,03/2022
10563,ΠΛΑΚΑ,"Κλάση Γ",316,446,0.70,15,03/2022
10563,ΠΛΑΚΑ,"Κλάση Δ","1,692",624,2.70,21,03/2022
10563,ΠΛΑΚΑ,"Κλάση Ε",358,59,6.10,2,03/2022
10564,ΑΘΗΝΑ,"Κλάση A",18,360,0.10,17,03/2022
10564,ΚΕΝΤΡΟ,"Κλάση A",89,7521,0.00,261,03/2022
10564,ΚΕΝΤΡΟ,"Κλάση Β",828,3101,0.30,107,03/2022
10564,ΚΕΝΤΡΟ,"Κλάση Γ","1,183",1721,0.70,59,03/2022
10564,ΚΕΝΤΡΟ,"Κλάση Δ","2,313",1272,1.80,43,03/2022
10564,ΚΕΝΤΡΟ,"Κλάση Ε","2,986",261,11.40,9,03/2022
10564,ΠΛΑΚΑ,"Κλάση A",12,990,0.00,34,03/2022
10564,ΠΛΑΚΑ,"Κλάση Β",80,330,0.20,11,03/2022
10564,ΠΛΑΚΑ,"Κλάση Γ",64,90,0.70,3,03/2022
10671,ΖΑΠΠΕΙΟ,"Κλάση A",6,532,0.00,22,03/2022
10671,ΖΑΠΠΕΙΟ,"Κλάση Β",94,282,0.30,15,03/2022
10671,ΖΑΠΠΕΙΟ,"Κλάση Γ",222,329,0.70,16,03/2022
10671,ΖΑΠΠΕΙΟ,"Κλάση Δ",140,90,1.60,4,03/2022
10671,ΚΕΝΤΡΟ,"Κλάση A",169,6246,0.00,233,03/2022
10671,ΚΕΝΤΡΟ,"Κλάση Β",668,2889,0.20,116,03/2022
10671,ΚΕΝΤΡΟ,"Κλάση Γ",324,464,0.70,20,03/2022
10671,ΚΕΝΤΡΟ,"Κλάση Δ","1,030",519,2.00,21,03/2022
10671,ΚΟΛΩΝΑΚΙ,"Κλάση A",741,25221,0.00,942,03/2022
10671,ΚΟΛΩΝΑΚΙ,"Κλάση Β","2,868",13118,0.20,533,03/2022
10671,ΚΟΛΩΝΑΚΙ,"Κλάση Γ","1,256",1846,0.70,88,03/2022
10671,ΚΟΛΩΝΑΚΙ,"Κλάση Δ","1,867",913,2.00,42,03/2022
10671,ΚΟΛΩΝΑΚΙ,"Κλάση Ε",528,81,6.50,6,03/2022
10672,ΚΕΝΤΡΟ,"Κλάση A",226,7856,0.00,305,03/2022
10672,ΚΕΝΤΡΟ,"Κλάση Β","1,120",4929,0.20,206,03/2022
10672,ΚΕΝΤΡΟ,"Κλάση Γ",457,728,0.60,36,03/2022
10672,ΚΕΝΤΡΟ,"Κλάση Δ",449,287,1.60,13,03/2022
10672,ΚΕΝΤΡΟ,"Κλάση Ε",523,57,9.20,3,03/2022
10672,ΚΟΛΩΝΑΚΙ,"Κλάση A",909,29870,0.00,1141,03/2022
10672,ΚΟΛΩΝΑΚΙ,"Κλάση Β","4,833",21093,0.20,849,03/2022
10672,ΚΟΛΩΝΑΚΙ,"Κλάση Γ","1,671",2472,0.70,128,03/2022
10672,ΚΟΛΩΝΑΚΙ,"Κλάση Δ","1,422",660,2.20,36,03/2022
10672,ΚΟΛΩΝΑΚΙ,"Κλάση Ε","1,181",86,13.70,5,03/2022
10673,ΚΟΛΩΝΑΚΙ,"Κλάση A","1,358",48537,0.00,1830,03/2022
10673,ΚΟΛΩΝΑΚΙ,"Κλάση Β","7,288",30548,0.20,1232,03/2022
10673,ΚΟΛΩΝΑΚΙ,"Κλάση Γ","2,631",4026,0.70,197,03/2022
10673,ΚΟΛΩΝΑΚΙ,"Κλάση Δ","2,923",1486,2.00,68,03/2022
10673,ΚΟΛΩΝΑΚΙ,"Κλάση Ε","1,159",177,6.50,7,03/2022
10674,ΑΘΗΝΑ,"Κλάση A",290,12925,0.00,439,03/2022
10674,ΑΘΗΝΑ,"Κλάση Β","3,260",12540,0.30,418,03/2022
10674,ΑΘΗΝΑ,"Κλάση Γ","3,043",4470,0.70,149,03/2022
10674,ΑΘΗΝΑ,"Κλάση Δ","1,485",1020,1.50,34,03/2022
10674,ΖΑΠΠΕΙΟ,"Κλάση A",71,1590,0.00,54,03/2022
10674,ΖΑΠΠΕΙΟ,"Κλάση Β",323,1230,0.30,41,03/2022
10674,ΖΑΠΠΕΙΟ,"Κλάση Γ",184,270,0.70,9,03/2022
10674,ΖΑΠΠΕΙΟ,"Κλάση Δ",66,60,1.10,2,03/2022
10674,ΚΕΝΤΡΟ,"Κλάση A",44,1097,0.00,46,03/2022
13679,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση Β","3,230",10994,0.30,390,03/2022
13679,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση Γ","2,410",3659,0.70,153,03/2022
13679,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση Δ",594,384,1.50,16,03/2022
13679,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση Ε",430,60,7.20,2,03/2022
13679,ΑΓΡΙΛΕΖΑ,"Κλάση A",0,87,0.00,3,03/2022
13679,ΑΓΡΙΛΕΖΑ,"Κλάση Β",67,232,0.30,10,03/2022
13679,ΑΓΡΙΛΕΖΑ,"Κλάση Γ",156,262,0.60,11,03/2022
13679,ΑΜΥΓΔΑΛΕΖΑ,"Κλάση A",16,540,0.00,23,03/2022
13679,ΑΜΥΓΔΑΛΕΖΑ,"Κλάση Β",163,641,0.30,29,03/2022
13679,ΑΜΥΓΔΑΛΕΖΑ,"Κλάση Γ",64,87,0.70,4,03/2022
13679,ΑΜΥΓΔΑΛΕΖΑ,"Κλάση Δ",53,35,1.50,5,03/2022
13679,ΑΧΑΡΝΕΣ,"Κλάση Γ",37,58,0.60,2,03/2022
13679,ΕΙΡΗΝΗ,"Κλάση A",4,116,0.00,5,03/2022
13679,ΕΙΡΗΝΗ,"Κλάση Β",164,545,0.30,21,03/2022
13679,ΕΙΡΗΝΗ,"Κλάση Γ",211,323,0.70,15,03/2022
13679,"ΜΕΓ. ΣΧΙΝΑ","Κλάση A",35,1270,0.00,47,03/2022
13679,"ΜΕΓ. ΣΧΙΝΑ","Κλάση Β","1,078",3607,0.30,139,03/2022
13679,"ΜΕΓ. ΣΧΙΝΑ","Κλάση Γ","1,311",1969,0.70,89,03/2022
13679,"ΜΕΓ. ΣΧΙΝΑ","Κλάση Δ",95,71,1.30,10,03/2022
13679,ΜΕΣΟΝΥΧΙ,"Κλάση A",2,28,0.10,2,03/2022
13679,ΜΕΣΟΝΥΧΙ,"Κλάση Β",70,231,0.30,9,03/2022
13679,ΜΕΣΟΝΥΧΙ,"Κλάση Γ",20,30,0.70,3,03/2022
13679,ΜΠΟΣΚΙΖΑ,"Κλάση A",125,4209,0.00,316,03/2022
13679,ΜΠΟΣΚΙΖΑ,"Κλάση Β","3,514",11565,0.30,433,03/2022
13679,ΜΠΟΣΚΙΖΑ,"Κλάση Γ","2,866",4484,0.60,195,03/2022
13679,ΜΠΟΣΚΙΖΑ,"Κλάση Δ",445,238,1.90,13,03/2022
13679,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Β",71,240,0.30,8,03/2022
13679,ΠΑΝΟΡΑΜΑ,"Κλάση A",60,2642,0.00,229,03/2022
13679,ΠΑΝΟΡΑΜΑ,"Κλάση Β","1,764",5657,0.30,206,03/2022
13679,ΠΑΝΟΡΑΜΑ,"Κλάση Γ","1,593",2427,0.70,109,03/2022
13679,ΠΑΝΟΡΑΜΑ,"Κλάση Δ",685,418,1.60,18,03/2022
14121,ΗΡΑΚΛΕΙΟ,"Κλάση A","2,515",72650,0.00,2435,03/2022
14121,ΗΡΑΚΛΕΙΟ,"Κλάση Β","56,890",202110,0.30,6743,03/2022
14121,ΗΡΑΚΛΕΙΟ,"Κλάση Γ","23,716",37858,0.60,1266,03/2022
14121,ΗΡΑΚΛΕΙΟ,"Κλάση Δ","3,705",2263,1.60,77,03/2022
14121,ΗΡΑΚΛΕΙΟ,"Κλάση Ε",365,60,6.10,2,03/2022
14121,"ΝΕΟ ΗΡΑΚΛΕΙΟ","Κλάση A",687,20195,0.00,679,03/2022
14121,"ΝΕΟ ΗΡΑΚΛΕΙΟ","Κλάση Β","13,541",49185,0.30,1640,03/2022
14121,"ΝΕΟ ΗΡΑΚΛΕΙΟ","Κλάση Γ","5,457",8703,0.60,292,03/2022
